"pptID","fileName","age","gender","nationality","firstLang","highestEdu","condition","videoCond","questionCond","trial","clipName","question","response","answer","RT","answerNum","variance","lowVariance"
1659,"/home/madeleine/Projects/PLY001/data/16591744007_data2.csv",26,"male","American","English","A-LevelQualification",2,"skeleton","specific",33,"bothDistressedTable","leftDominant",2,"neutral",6011,2,0.98051948051948,0
1659,"/home/madeleine/Projects/PLY001/data/16591744007_data2.csv",26,"male","American","English","A-LevelQualification",2,"skeleton","specific",34,"bothDistressedTable","rightDominant",1,"disagree",6011,1,0.98051948051948,0
1659,"/home/madeleine/Projects/PLY001/data/16591744007_data2.csv",26,"male","American","English","A-LevelQualification",2,"skeleton","specific",35,"bothDistressedTable","leftCooperative",3,"agree",2175,3,0.98051948051948,0
1659,"/home/madeleine/Projects/PLY001/data/16591744007_data2.csv",26,"male","American","English","A-LevelQualification",2,"skeleton","specific",36,"bothDistressedTable","rightCooperative",3,"agree",2175,3,0.98051948051948,0
1659,"/home/madeleine/Projects/PLY001/data/16591744007_data2.csv",26,"male","American","English","A-LevelQualification",2,"skeleton","specific",37,"bothDistressedTable","leftCompetitive",1,"disagree",2643,1,0.98051948051948,0
1659,"/home/madeleine/Projects/PLY001/data/16591744007_data2.csv",26,"male","American","English","A-LevelQualification",2,"skeleton","specific",38,"bothDistressedTable","rightCompetitive",1,"disagree",2643,1,0.98051948051948,0
1659,"/home/madeleine/Projects/PLY001/data/16591744007_data2.csv",26,"male","American","English","A-LevelQualification",2,"skeleton","specific",39,"bothDistressedTable","leftFriendly",3,"agree",2592,3,0.98051948051948,0
1659,"/home/madeleine/Projects/PLY001/data/16591744007_data2.csv",26,"male","American","English","A-LevelQualification",2,"skeleton","specific",40,"bothDistressedTable","rightFriendly",3,"agree",2592,3,0.98051948051948,0
1659,"/home/madeleine/Projects/PLY001/data/16591744007_data2.csv",26,"male","American","English","A-LevelQualification",2,"skeleton","specific",41,"bothDistressedTable","leftAggressive",1,"disagree",4492,1,0.98051948051948,0
1659,"/home/madeleine/Projects/PLY001/data/16591744007_data2.csv",26,"male","American","English","A-LevelQualification",2,"skeleton","specific",42,"bothDistressedTable","rightAggressive",1,"disagree",4492,1,0.98051948051948,0
1659,"/home/madeleine/Projects/PLY001/data/16591744007_data2.csv",26,"male","American","English","A-LevelQualification",2,"skeleton","specific",43,"bothDistressedTable","leftEngaged",3,"agree",2981,3,0.98051948051948,0
1659,"/home/madeleine/Projects/PLY001/data/16591744007_data2.csv",26,"male","American","English","A-LevelQualification",2,"skeleton","specific",44,"bothDistressedTable","rightEngaged",3,"agree",2981,3,0.98051948051948,0
1659,"/home/madeleine/Projects/PLY001/data/16591744007_data2.csv",26,"male","American","English","A-LevelQualification",2,"skeleton","specific",45,"bothDistressedTable","leftFearful",1,"disagree",5982,1,0.98051948051948,0
1659,"/home/madeleine/Projects/PLY001/data/16591744007_data2.csv",26,"male","American","English","A-LevelQualification",2,"skeleton","specific",46,"bothDistressedTable","rightFearful",0,"stronglyDisagree",5982,0,0.98051948051948,0
1659,"/home/madeleine/Projects/PLY001/data/16591744007_data2.csv",26,"male","American","English","A-LevelQualification",2,"skeleton","specific",47,"bothDistressedTable","leftSad",2,"neutral",5303,2,0.98051948051948,0
1659,"/home/madeleine/Projects/PLY001/data/16591744007_data2.csv",26,"male","American","English","A-LevelQualification",2,"skeleton","specific",48,"bothDistressedTable","rightSad",1,"disagree",5303,1,0.98051948051948,0
1659,"/home/madeleine/Projects/PLY001/data/16591744007_data2.csv",26,"male","American","English","A-LevelQualification",2,"skeleton","specific",49,"bothDistressedTable","leftContent",2,"neutral",3613,2,0.98051948051948,0
1659,"/home/madeleine/Projects/PLY001/data/16591744007_data2.csv",26,"male","American","English","A-LevelQualification",2,"skeleton","specific",50,"bothDistressedTable","rightContent",2,"neutral",3613,2,0.98051948051948,0
1659,"/home/madeleine/Projects/PLY001/data/16591744007_data2.csv",26,"male","American","English","A-LevelQualification",2,"skeleton","specific",51,"bothDistressedTable","leftAngry",1,"disagree",2471,1,0.98051948051948,0
1659,"/home/madeleine/Projects/PLY001/data/16591744007_data2.csv",26,"male","American","English","A-LevelQualification",2,"skeleton","specific",52,"bothDistressedTable","rightAngry",1,"disagree",2471,1,0.98051948051948,0
1659,"/home/madeleine/Projects/PLY001/data/16591744007_data2.csv",26,"male","American","English","A-LevelQualification",2,"skeleton","specific",53,"bothDistressedTable","leftAmused",3,"agree",4267,3,0.98051948051948,0
1659,"/home/madeleine/Projects/PLY001/data/16591744007_data2.csv",26,"male","American","English","A-LevelQualification",2,"skeleton","specific",54,"bothDistressedTable","rightAmused",3,"agree",4267,3,0.98051948051948,0
1659,"/home/madeleine/Projects/PLY001/data/16591744007_data2.csv",26,"male","American","English","A-LevelQualification",2,"skeleton","specific",55,"togetherAndCrocodile","openBox",NA,NA,32079,NA,1.97402597402597,0
1659,"/home/madeleine/Projects/PLY001/data/16591744007_data2.csv",26,"male","American","English","A-LevelQualification",2,"skeleton","specific",56,"togetherAndCrocodile","age",69,NA,4305,69,1.97402597402597,0
1659,"/home/madeleine/Projects/PLY001/data/16591744007_data2.csv",26,"male","American","English","A-LevelQualification",2,"skeleton","specific",57,"togetherAndCrocodile","gettingOnWell",0,"yes",1361,0,1.97402597402597,0
1659,"/home/madeleine/Projects/PLY001/data/16591744007_data2.csv",26,"male","American","English","A-LevelQualification",2,"skeleton","specific",58,"togetherAndCrocodile","relationshipBetweenCharacters",1,"neutral",3241,1,1.97402597402597,0
1659,"/home/madeleine/Projects/PLY001/data/16591744007_data2.csv",26,"male","American","English","A-LevelQualification",2,"skeleton","specific",59,"togetherAndCrocodile","workingTogether",0,"yes",1457,0,1.97402597402597,0
1659,"/home/madeleine/Projects/PLY001/data/16591744007_data2.csv",26,"male","American","English","A-LevelQualification",2,"skeleton","specific",60,"togetherAndCrocodile","leftDominant",1,"disagree",3291,1,1.97402597402597,0
1659,"/home/madeleine/Projects/PLY001/data/16591744007_data2.csv",26,"male","American","English","A-LevelQualification",2,"skeleton","specific",61,"togetherAndCrocodile","rightDominant",1,"disagree",3291,1,1.97402597402597,0
1659,"/home/madeleine/Projects/PLY001/data/16591744007_data2.csv",26,"male","American","English","A-LevelQualification",2,"skeleton","specific",62,"togetherAndCrocodile","leftCooperative",3,"agree",2446,3,1.97402597402597,0
1659,"/home/madeleine/Projects/PLY001/data/16591744007_data2.csv",26,"male","American","English","A-LevelQualification",2,"skeleton","specific",63,"togetherAndCrocodile","rightCooperative",3,"agree",2446,3,1.97402597402597,0
1659,"/home/madeleine/Projects/PLY001/data/16591744007_data2.csv",26,"male","American","English","A-LevelQualification",2,"skeleton","specific",64,"togetherAndCrocodile","leftCompetitive",1,"disagree",3246,1,1.97402597402597,0
1659,"/home/madeleine/Projects/PLY001/data/16591744007_data2.csv",26,"male","American","English","A-LevelQualification",2,"skeleton","specific",65,"togetherAndCrocodile","rightCompetitive",1,"disagree",3246,1,1.97402597402597,0
1659,"/home/madeleine/Projects/PLY001/data/16591744007_data2.csv",26,"male","American","English","A-LevelQualification",2,"skeleton","specific",66,"togetherAndCrocodile","leftFriendly",2,"neutral",3596,2,1.97402597402597,0
1659,"/home/madeleine/Projects/PLY001/data/16591744007_data2.csv",26,"male","American","English","A-LevelQualification",2,"skeleton","specific",67,"togetherAndCrocodile","rightFriendly",2,"neutral",3596,2,1.97402597402597,0
1659,"/home/madeleine/Projects/PLY001/data/16591744007_data2.csv",26,"male","American","English","A-LevelQualification",2,"skeleton","specific",68,"togetherAndCrocodile","leftAggressive",0,"stronglyDisagree",3398,0,1.97402597402597,0
1659,"/home/madeleine/Projects/PLY001/data/16591744007_data2.csv",26,"male","American","English","A-LevelQualification",2,"skeleton","specific",69,"togetherAndCrocodile","rightAggressive",0,"stronglyDisagree",3398,0,1.97402597402597,0
1659,"/home/madeleine/Projects/PLY001/data/16591744007_data2.csv",26,"male","American","English","A-LevelQualification",2,"skeleton","specific",70,"togetherAndCrocodile","leftEngaged",4,"stronglyAgree",3462,4,1.97402597402597,0
1659,"/home/madeleine/Projects/PLY001/data/16591744007_data2.csv",26,"male","American","English","A-LevelQualification",2,"skeleton","specific",71,"togetherAndCrocodile","rightEngaged",4,"stronglyAgree",3462,4,1.97402597402597,0
1659,"/home/madeleine/Projects/PLY001/data/16591744007_data2.csv",26,"male","American","English","A-LevelQualification",2,"skeleton","specific",72,"togetherAndCrocodile","leftFearful",0,"stronglyDisagree",3106,0,1.97402597402597,0
1659,"/home/madeleine/Projects/PLY001/data/16591744007_data2.csv",26,"male","American","English","A-LevelQualification",2,"skeleton","specific",73,"togetherAndCrocodile","rightFearful",0,"stronglyDisagree",3106,0,1.97402597402597,0
1659,"/home/madeleine/Projects/PLY001/data/16591744007_data2.csv",26,"male","American","English","A-LevelQualification",2,"skeleton","specific",74,"togetherAndCrocodile","leftSad",0,"stronglyDisagree",2926,0,1.97402597402597,0
1659,"/home/madeleine/Projects/PLY001/data/16591744007_data2.csv",26,"male","American","English","A-LevelQualification",2,"skeleton","specific",75,"togetherAndCrocodile","rightSad",0,"stronglyDisagree",2926,0,1.97402597402597,0
1659,"/home/madeleine/Projects/PLY001/data/16591744007_data2.csv",26,"male","American","English","A-LevelQualification",2,"skeleton","specific",76,"togetherAndCrocodile","leftContent",2,"neutral",2616,2,1.97402597402597,0
1659,"/home/madeleine/Projects/PLY001/data/16591744007_data2.csv",26,"male","American","English","A-LevelQualification",2,"skeleton","specific",77,"togetherAndCrocodile","rightContent",2,"neutral",2616,2,1.97402597402597,0
1659,"/home/madeleine/Projects/PLY001/data/16591744007_data2.csv",26,"male","American","English","A-LevelQualification",2,"skeleton","specific",78,"togetherAndCrocodile","leftAngry",0,"stronglyDisagree",2459,0,1.97402597402597,0
1659,"/home/madeleine/Projects/PLY001/data/16591744007_data2.csv",26,"male","American","English","A-LevelQualification",2,"skeleton","specific",79,"togetherAndCrocodile","rightAngry",0,"stronglyDisagree",2459,0,1.97402597402597,0
1659,"/home/madeleine/Projects/PLY001/data/16591744007_data2.csv",26,"male","American","English","A-LevelQualification",2,"skeleton","specific",80,"togetherAndCrocodile","leftAmused",3,"agree",3146,3,1.97402597402597,0
1659,"/home/madeleine/Projects/PLY001/data/16591744007_data2.csv",26,"male","American","English","A-LevelQualification",2,"skeleton","specific",81,"togetherAndCrocodile","rightAmused",3,"agree",3146,3,1.97402597402597,0
1659,"/home/madeleine/Projects/PLY001/data/16591744007_data2.csv",26,"male","American","English","A-LevelQualification",2,"skeleton","specific",82,"1Laugh1PushAway","openBox",NA,NA,31174,NA,2.32251082251082,0
1659,"/home/madeleine/Projects/PLY001/data/16591744007_data2.csv",26,"male","American","English","A-LevelQualification",2,"skeleton","specific",83,"1Laugh1PushAway","age",58,NA,5731,58,2.32251082251082,0
1659,"/home/madeleine/Projects/PLY001/data/16591744007_data2.csv",26,"male","American","English","A-LevelQualification",2,"skeleton","specific",84,"1Laugh1PushAway","gettingOnWell",2,"no",2239,2,2.32251082251082,0
1659,"/home/madeleine/Projects/PLY001/data/16591744007_data2.csv",26,"male","American","English","A-LevelQualification",2,"skeleton","specific",85,"1Laugh1PushAway","relationshipBetweenCharacters",2,"notFriends",1891,2,2.32251082251082,0
1659,"/home/madeleine/Projects/PLY001/data/16591744007_data2.csv",26,"male","American","English","A-LevelQualification",2,"skeleton","specific",86,"1Laugh1PushAway","workingTogether",2,"no",1924,2,2.32251082251082,0
1659,"/home/madeleine/Projects/PLY001/data/16591744007_data2.csv",26,"male","American","English","A-LevelQualification",2,"skeleton","specific",87,"1Laugh1PushAway","leftDominant",0,"stronglyDisagree",3353,0,2.32251082251082,0
1659,"/home/madeleine/Projects/PLY001/data/16591744007_data2.csv",26,"male","American","English","A-LevelQualification",2,"skeleton","specific",88,"1Laugh1PushAway","rightDominant",4,"stronglyAgree",3353,4,2.32251082251082,0
1659,"/home/madeleine/Projects/PLY001/data/16591744007_data2.csv",26,"male","American","English","A-LevelQualification",2,"skeleton","specific",89,"1Laugh1PushAway","leftCooperative",2,"neutral",6924,2,2.32251082251082,0
1659,"/home/madeleine/Projects/PLY001/data/16591744007_data2.csv",26,"male","American","English","A-LevelQualification",2,"skeleton","specific",90,"1Laugh1PushAway","rightCooperative",0,"stronglyDisagree",6924,0,2.32251082251082,0
1659,"/home/madeleine/Projects/PLY001/data/16591744007_data2.csv",26,"male","American","English","A-LevelQualification",2,"skeleton","specific",91,"1Laugh1PushAway","leftCompetitive",1,"disagree",3758,1,2.32251082251082,0
1659,"/home/madeleine/Projects/PLY001/data/16591744007_data2.csv",26,"male","American","English","A-LevelQualification",2,"skeleton","specific",92,"1Laugh1PushAway","rightCompetitive",4,"stronglyAgree",3758,4,2.32251082251082,0
1659,"/home/madeleine/Projects/PLY001/data/16591744007_data2.csv",26,"male","American","English","A-LevelQualification",2,"skeleton","specific",93,"1Laugh1PushAway","leftFriendly",2,"neutral",4630,2,2.32251082251082,0
1659,"/home/madeleine/Projects/PLY001/data/16591744007_data2.csv",26,"male","American","English","A-LevelQualification",2,"skeleton","specific",94,"1Laugh1PushAway","rightFriendly",0,"stronglyDisagree",4630,0,2.32251082251082,0
1659,"/home/madeleine/Projects/PLY001/data/16591744007_data2.csv",26,"male","American","English","A-LevelQualification",2,"skeleton","specific",95,"1Laugh1PushAway","leftAggressive",1,"disagree",3664,1,2.32251082251082,0
1659,"/home/madeleine/Projects/PLY001/data/16591744007_data2.csv",26,"male","American","English","A-LevelQualification",2,"skeleton","specific",96,"1Laugh1PushAway","rightAggressive",4,"stronglyAgree",3664,4,2.32251082251082,0
1659,"/home/madeleine/Projects/PLY001/data/16591744007_data2.csv",26,"male","American","English","A-LevelQualification",2,"skeleton","specific",97,"1Laugh1PushAway","leftEngaged",3,"agree",5062,3,2.32251082251082,0
1659,"/home/madeleine/Projects/PLY001/data/16591744007_data2.csv",26,"male","American","English","A-LevelQualification",2,"skeleton","specific",98,"1Laugh1PushAway","rightEngaged",4,"stronglyAgree",5062,4,2.32251082251082,0
1659,"/home/madeleine/Projects/PLY001/data/16591744007_data2.csv",26,"male","American","English","A-LevelQualification",2,"skeleton","specific",99,"1Laugh1PushAway","leftFearful",1,"disagree",3711,1,2.32251082251082,0
1659,"/home/madeleine/Projects/PLY001/data/16591744007_data2.csv",26,"male","American","English","A-LevelQualification",2,"skeleton","specific",100,"1Laugh1PushAway","rightFearful",0,"stronglyDisagree",3711,0,2.32251082251082,0
1659,"/home/madeleine/Projects/PLY001/data/16591744007_data2.csv",26,"male","American","English","A-LevelQualification",2,"skeleton","specific",101,"1Laugh1PushAway","leftSad",2,"neutral",3265,2,2.32251082251082,0
1659,"/home/madeleine/Projects/PLY001/data/16591744007_data2.csv",26,"male","American","English","A-LevelQualification",2,"skeleton","specific",102,"1Laugh1PushAway","rightSad",0,"stronglyDisagree",3265,0,2.32251082251082,0
1659,"/home/madeleine/Projects/PLY001/data/16591744007_data2.csv",26,"male","American","English","A-LevelQualification",2,"skeleton","specific",103,"1Laugh1PushAway","leftContent",1,"disagree",3633,1,2.32251082251082,0
1659,"/home/madeleine/Projects/PLY001/data/16591744007_data2.csv",26,"male","American","English","A-LevelQualification",2,"skeleton","specific",104,"1Laugh1PushAway","rightContent",0,"stronglyDisagree",3633,0,2.32251082251082,0
1659,"/home/madeleine/Projects/PLY001/data/16591744007_data2.csv",26,"male","American","English","A-LevelQualification",2,"skeleton","specific",105,"1Laugh1PushAway","leftAngry",1,"disagree",3715,1,2.32251082251082,0
1659,"/home/madeleine/Projects/PLY001/data/16591744007_data2.csv",26,"male","American","English","A-LevelQualification",2,"skeleton","specific",106,"1Laugh1PushAway","rightAngry",4,"stronglyAgree",3715,4,2.32251082251082,0
1659,"/home/madeleine/Projects/PLY001/data/16591744007_data2.csv",26,"male","American","English","A-LevelQualification",2,"skeleton","specific",107,"1Laugh1PushAway","leftAmused",2,"neutral",3731,2,2.32251082251082,0
1659,"/home/madeleine/Projects/PLY001/data/16591744007_data2.csv",26,"male","American","English","A-LevelQualification",2,"skeleton","specific",108,"1Laugh1PushAway","rightAmused",1,"disagree",3731,1,2.32251082251082,0
1803,"/home/madeleine/Projects/PLY001/data/1803592737_data.csv",39,"female","American","English","MastersDegree",4,"full","specific",1,"talking1PushHand","openBox",NA,NA,14700,NA,0.874458874458874,0
1803,"/home/madeleine/Projects/PLY001/data/1803592737_data.csv",39,"female","American","English","MastersDegree",4,"full","specific",2,"talking1PushHand","age",8,NA,3562,8,0.874458874458874,0
1803,"/home/madeleine/Projects/PLY001/data/1803592737_data.csv",39,"female","American","English","MastersDegree",4,"full","specific",3,"talking1PushHand","gettingOnWell",0,"yes",2607,0,0.874458874458874,0
1803,"/home/madeleine/Projects/PLY001/data/1803592737_data.csv",39,"female","American","English","MastersDegree",4,"full","specific",4,"talking1PushHand","relationshipBetweenCharacters",0,"friends",2445,0,0.874458874458874,0
1803,"/home/madeleine/Projects/PLY001/data/1803592737_data.csv",39,"female","American","English","MastersDegree",4,"full","specific",5,"talking1PushHand","workingTogether",2,"no",5511,2,0.874458874458874,0
1803,"/home/madeleine/Projects/PLY001/data/1803592737_data.csv",39,"female","American","English","MastersDegree",4,"full","specific",6,"talking1PushHand","leftDominant",1,"disagree",3865,1,0.874458874458874,0
1803,"/home/madeleine/Projects/PLY001/data/1803592737_data.csv",39,"female","American","English","MastersDegree",4,"full","specific",7,"talking1PushHand","rightDominant",3,"agree",3865,3,0.874458874458874,0
1803,"/home/madeleine/Projects/PLY001/data/1803592737_data.csv",39,"female","American","English","MastersDegree",4,"full","specific",8,"talking1PushHand","leftCooperative",3,"agree",5388,3,0.874458874458874,0
1803,"/home/madeleine/Projects/PLY001/data/1803592737_data.csv",39,"female","American","English","MastersDegree",4,"full","specific",9,"talking1PushHand","rightCooperative",2,"neutral",5388,2,0.874458874458874,0
1803,"/home/madeleine/Projects/PLY001/data/1803592737_data.csv",39,"female","American","English","MastersDegree",4,"full","specific",10,"talking1PushHand","leftCompetitive",3,"agree",4481,3,0.874458874458874,0
1803,"/home/madeleine/Projects/PLY001/data/1803592737_data.csv",39,"female","American","English","MastersDegree",4,"full","specific",11,"talking1PushHand","rightCompetitive",3,"agree",4481,3,0.874458874458874,0
1803,"/home/madeleine/Projects/PLY001/data/1803592737_data.csv",39,"female","American","English","MastersDegree",4,"full","specific",12,"talking1PushHand","leftFriendly",3,"agree",3169,3,0.874458874458874,0
1803,"/home/madeleine/Projects/PLY001/data/1803592737_data.csv",39,"female","American","English","MastersDegree",4,"full","specific",13,"talking1PushHand","rightFriendly",3,"agree",3169,3,0.874458874458874,0
1803,"/home/madeleine/Projects/PLY001/data/1803592737_data.csv",39,"female","American","English","MastersDegree",4,"full","specific",14,"talking1PushHand","leftAggressive",2,"neutral",4364,2,0.874458874458874,0
1803,"/home/madeleine/Projects/PLY001/data/1803592737_data.csv",39,"female","American","English","MastersDegree",4,"full","specific",15,"talking1PushHand","rightAggressive",3,"agree",4364,3,0.874458874458874,0
1803,"/home/madeleine/Projects/PLY001/data/1803592737_data.csv",39,"female","American","English","MastersDegree",4,"full","specific",16,"talking1PushHand","leftEngaged",3,"agree",4136,3,0.874458874458874,0
1803,"/home/madeleine/Projects/PLY001/data/1803592737_data.csv",39,"female","American","English","MastersDegree",4,"full","specific",17,"talking1PushHand","rightEngaged",3,"agree",4136,3,0.874458874458874,0
1803,"/home/madeleine/Projects/PLY001/data/1803592737_data.csv",39,"female","American","English","MastersDegree",4,"full","specific",18,"talking1PushHand","leftFearful",1,"disagree",4647,1,0.874458874458874,0
1803,"/home/madeleine/Projects/PLY001/data/1803592737_data.csv",39,"female","American","English","MastersDegree",4,"full","specific",19,"talking1PushHand","rightFearful",1,"disagree",4647,1,0.874458874458874,0
1803,"/home/madeleine/Projects/PLY001/data/1803592737_data.csv",39,"female","American","English","MastersDegree",4,"full","specific",20,"talking1PushHand","leftSad",1,"disagree",3054,1,0.874458874458874,0
1803,"/home/madeleine/Projects/PLY001/data/1803592737_data.csv",39,"female","American","English","MastersDegree",4,"full","specific",21,"talking1PushHand","rightSad",1,"disagree",3054,1,0.874458874458874,0
1803,"/home/madeleine/Projects/PLY001/data/1803592737_data.csv",39,"female","American","English","MastersDegree",4,"full","specific",22,"talking1PushHand","leftContent",3,"agree",3018,3,0.874458874458874,0
1803,"/home/madeleine/Projects/PLY001/data/1803592737_data.csv",39,"female","American","English","MastersDegree",4,"full","specific",23,"talking1PushHand","rightContent",3,"agree",3018,3,0.874458874458874,0
1803,"/home/madeleine/Projects/PLY001/data/1803592737_data.csv",39,"female","American","English","MastersDegree",4,"full","specific",24,"talking1PushHand","leftAngry",1,"disagree",3023,1,0.874458874458874,0
1803,"/home/madeleine/Projects/PLY001/data/1803592737_data.csv",39,"female","American","English","MastersDegree",4,"full","specific",25,"talking1PushHand","rightAngry",1,"disagree",3023,1,0.874458874458874,0
1803,"/home/madeleine/Projects/PLY001/data/1803592737_data.csv",39,"female","American","English","MastersDegree",4,"full","specific",26,"talking1PushHand","leftAmused",3,"agree",3444,3,0.874458874458874,0
1803,"/home/madeleine/Projects/PLY001/data/1803592737_data.csv",39,"female","American","English","MastersDegree",4,"full","specific",27,"talking1PushHand","rightAmused",3,"agree",3444,3,0.874458874458874,0
1803,"/home/madeleine/Projects/PLY001/data/1803592737_data.csv",39,"female","American","English","MastersDegree",4,"full","specific",28,"togetherAndTalk","openBox",NA,NA,11526,NA,0.712121212121212,0
1803,"/home/madeleine/Projects/PLY001/data/1803592737_data.csv",39,"female","American","English","MastersDegree",4,"full","specific",29,"togetherAndTalk","age",4,NA,3270,4,0.712121212121212,0
1803,"/home/madeleine/Projects/PLY001/data/1803592737_data.csv",39,"female","American","English","MastersDegree",4,"full","specific",30,"togetherAndTalk","gettingOnWell",1,"notsure",2443,1,0.712121212121212,0
1803,"/home/madeleine/Projects/PLY001/data/1803592737_data.csv",39,"female","American","English","MastersDegree",4,"full","specific",31,"togetherAndTalk","relationshipBetweenCharacters",1,"neutral",2934,1,0.712121212121212,0
1803,"/home/madeleine/Projects/PLY001/data/1803592737_data.csv",39,"female","American","English","MastersDegree",4,"full","specific",32,"togetherAndTalk","workingTogether",2,"no",3629,2,0.712121212121212,0
1803,"/home/madeleine/Projects/PLY001/data/1803592737_data.csv",39,"female","American","English","MastersDegree",4,"full","specific",33,"togetherAndTalk","leftDominant",1,"disagree",3103,1,0.712121212121212,0
1803,"/home/madeleine/Projects/PLY001/data/1803592737_data.csv",39,"female","American","English","MastersDegree",4,"full","specific",34,"togetherAndTalk","rightDominant",1,"disagree",3103,1,0.712121212121212,0
1803,"/home/madeleine/Projects/PLY001/data/1803592737_data.csv",39,"female","American","English","MastersDegree",4,"full","specific",35,"togetherAndTalk","leftCooperative",1,"disagree",3149,1,0.712121212121212,0
1803,"/home/madeleine/Projects/PLY001/data/1803592737_data.csv",39,"female","American","English","MastersDegree",4,"full","specific",36,"togetherAndTalk","rightCooperative",1,"disagree",3149,1,0.712121212121212,0
1803,"/home/madeleine/Projects/PLY001/data/1803592737_data.csv",39,"female","American","English","MastersDegree",4,"full","specific",37,"togetherAndTalk","leftCompetitive",3,"agree",3603,3,0.712121212121212,0
1803,"/home/madeleine/Projects/PLY001/data/1803592737_data.csv",39,"female","American","English","MastersDegree",4,"full","specific",38,"togetherAndTalk","rightCompetitive",2,"neutral",3603,2,0.712121212121212,0
1803,"/home/madeleine/Projects/PLY001/data/1803592737_data.csv",39,"female","American","English","MastersDegree",4,"full","specific",39,"togetherAndTalk","leftFriendly",2,"neutral",4329,2,0.712121212121212,0
1803,"/home/madeleine/Projects/PLY001/data/1803592737_data.csv",39,"female","American","English","MastersDegree",4,"full","specific",40,"togetherAndTalk","rightFriendly",2,"neutral",4329,2,0.712121212121212,0
1803,"/home/madeleine/Projects/PLY001/data/1803592737_data.csv",39,"female","American","English","MastersDegree",4,"full","specific",41,"togetherAndTalk","leftAggressive",2,"neutral",3207,2,0.712121212121212,0
1803,"/home/madeleine/Projects/PLY001/data/1803592737_data.csv",39,"female","American","English","MastersDegree",4,"full","specific",42,"togetherAndTalk","rightAggressive",2,"neutral",3207,2,0.712121212121212,0
1803,"/home/madeleine/Projects/PLY001/data/1803592737_data.csv",39,"female","American","English","MastersDegree",4,"full","specific",43,"togetherAndTalk","leftEngaged",3,"agree",2514,3,0.712121212121212,0
1803,"/home/madeleine/Projects/PLY001/data/1803592737_data.csv",39,"female","American","English","MastersDegree",4,"full","specific",44,"togetherAndTalk","rightEngaged",3,"agree",2514,3,0.712121212121212,0
1803,"/home/madeleine/Projects/PLY001/data/1803592737_data.csv",39,"female","American","English","MastersDegree",4,"full","specific",45,"togetherAndTalk","leftFearful",1,"disagree",2840,1,0.712121212121212,0
1803,"/home/madeleine/Projects/PLY001/data/1803592737_data.csv",39,"female","American","English","MastersDegree",4,"full","specific",46,"togetherAndTalk","rightFearful",1,"disagree",2840,1,0.712121212121212,0
1803,"/home/madeleine/Projects/PLY001/data/1803592737_data.csv",39,"female","American","English","MastersDegree",4,"full","specific",47,"togetherAndTalk","leftSad",2,"neutral",4154,2,0.712121212121212,0
1803,"/home/madeleine/Projects/PLY001/data/1803592737_data.csv",39,"female","American","English","MastersDegree",4,"full","specific",48,"togetherAndTalk","rightSad",1,"disagree",4154,1,0.712121212121212,0
1803,"/home/madeleine/Projects/PLY001/data/1803592737_data.csv",39,"female","American","English","MastersDegree",4,"full","specific",49,"togetherAndTalk","leftContent",3,"agree",3148,3,0.712121212121212,0
1803,"/home/madeleine/Projects/PLY001/data/1803592737_data.csv",39,"female","American","English","MastersDegree",4,"full","specific",50,"togetherAndTalk","rightContent",3,"agree",3148,3,0.712121212121212,0
1803,"/home/madeleine/Projects/PLY001/data/1803592737_data.csv",39,"female","American","English","MastersDegree",4,"full","specific",51,"togetherAndTalk","leftAngry",2,"neutral",4417,2,0.712121212121212,0
1803,"/home/madeleine/Projects/PLY001/data/1803592737_data.csv",39,"female","American","English","MastersDegree",4,"full","specific",52,"togetherAndTalk","rightAngry",1,"disagree",4417,1,0.712121212121212,0
1803,"/home/madeleine/Projects/PLY001/data/1803592737_data.csv",39,"female","American","English","MastersDegree",4,"full","specific",53,"togetherAndTalk","leftAmused",3,"agree",2649,3,0.712121212121212,0
1803,"/home/madeleine/Projects/PLY001/data/1803592737_data.csv",39,"female","American","English","MastersDegree",4,"full","specific",54,"togetherAndTalk","rightAmused",3,"agree",2649,3,0.712121212121212,0
1803,"/home/madeleine/Projects/PLY001/data/1803592737_data.csv",39,"female","American","English","MastersDegree",4,"full","specific",55,"talkAnd1StopsOther","openBox",NA,NA,9255,NA,1.03896103896104,0
1803,"/home/madeleine/Projects/PLY001/data/1803592737_data.csv",39,"female","American","English","MastersDegree",4,"full","specific",56,"talkAnd1StopsOther","age",6,NA,2894,6,1.03896103896104,0
1803,"/home/madeleine/Projects/PLY001/data/1803592737_data.csv",39,"female","American","English","MastersDegree",4,"full","specific",57,"talkAnd1StopsOther","gettingOnWell",0,"yes",2324,0,1.03896103896104,0
1803,"/home/madeleine/Projects/PLY001/data/1803592737_data.csv",39,"female","American","English","MastersDegree",4,"full","specific",58,"talkAnd1StopsOther","relationshipBetweenCharacters",0,"friends",1563,0,1.03896103896104,0
1803,"/home/madeleine/Projects/PLY001/data/1803592737_data.csv",39,"female","American","English","MastersDegree",4,"full","specific",59,"talkAnd1StopsOther","workingTogether",0,"yes",1627,0,1.03896103896104,0
1803,"/home/madeleine/Projects/PLY001/data/1803592737_data.csv",39,"female","American","English","MastersDegree",4,"full","specific",60,"talkAnd1StopsOther","leftDominant",1,"disagree",3658,1,1.03896103896104,0
