,clipName,pptID,condition,gettingOnWell,relationshipBetweenCharacters,workingTogether,leftDominant,rightDominant,leftCooperative,rightCooperative,leftCompetitive,rightCompetitive,leftFriendly,rightFriendly,leftAggressive,rightAggressive,leftEngaged,rightEngaged,leftFearful,rightFearful,leftSad,rightSad,leftContent,rightContent,leftAngry,rightAngry,leftAmused,rightAmused
317,independent1TryStopOther,7774,2,1.0,2.0,2.0,4.0,2.0,4.0,2.0,1.0,3.0,4.0,2.0,0.0,1.0,3.0,2.0,4.0,3.0,0.0,0.0,2.0,2.0,3.0,3.0,4.0,3.0
318,independent1TryStopOther,8084,2,0.0,0.0,0.0,1.0,4.0,2.0,4.0,1.0,3.0,4.0,4.0,2.0,3.0,3.0,4.0,0.0,0.0,4.0,1.0,3.0,4.0,2.0,2.0,4.0,3.0
319,independent1TryStopOther,8820,2,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0
320,independent1TryStopOther,9066,2,0.0,1.0,0.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,4.0,4.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0
321,independent1TryStopOther,9371,4,2.0,0.0,2.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,3.0,1.0,3.0,1.0,3.0,2.0,1.0,2.0,3.0,2.0
322,talk1Watch1Play,29,4,0.0,0.0,0.0,1.0,4.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,1.0,3.0,2.0,4.0,1.0,2.0,1.0,3.0,1.0
323,talk1Watch1Play,63,4,0.0,1.0,0.0,3.0,3.0,3.0,3.0,3.0,2.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,2.0,1.0,3.0,3.0,4.0,0.0,1.0,2.0,3.0
324,talk1Watch1Play,126,2,0.0,0.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
325,talk1Watch1Play,289,4,0.0,0.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0
326,talk1Watch1Play,1031,4,0.0,0.0,0.0,3.0,2.0,4.0,4.0,2.0,2.0,4.0,4.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0
327,talk1Watch1Play,1395,4,0.0,0.0,0.0,3.0,1.0,3.0,4.0,2.0,1.0,3.0,4.0,1.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,4.0,4.0
328,talk1Watch1Play,1508,2,0.0,1.0,0.0,1.0,1.0,2.0,0.0,4.0,3.0,3.0,3.0,3.0,0.0,2.0,0.0,0.0,1.0,1.0,3.0,2.0,2.0,4.0,4.0,4.0,0.0
329,talk1Watch1Play,2942,2,0.0,0.0,0.0,4.0,0.0,3.0,4.0,2.0,1.0,3.0,4.0,2.0,1.0,4.0,4.0,0.0,1.0,0.0,0.0,4.0,3.0,0.0,0.0,2.0,2.0
330,talk1Watch1Play,3127,4,1.0,0.0,0.0,3.0,2.0,3.0,4.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,4.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,2.0,3.0
331,talk1Watch1Play,3260,2,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0
332,talk1Watch1Play,3335,2,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,0.0,0.0,4.0,0.0,2.0,2.0,3.0,0.0,4.0,0.0,2.0,0.0,2.0,2.0
333,talk1Watch1Play,3515,4,0.0,0.0,0.0,3.0,1.0,2.0,3.0,3.0,1.0,2.0,3.0,4.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0
334,talk1Watch1Play,4236,2,0.0,0.0,0.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0
335,talk1Watch1Play,4302,2,2.0,2.0,1.0,0.0,4.0,2.0,1.0,0.0,4.0,2.0,0.0,1.0,4.0,3.0,1.0,4.0,0.0,2.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0
336,talk1Watch1Play,4487,4,0.0,0.0,0.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,3.0,3.0
337,talk1Watch1Play,4843,4,0.0,0.0,0.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,3.0
338,talk1Watch1Play,4935,4,0.0,0.0,0.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0
339,talk1Watch1Play,5867,4,0.0,0.0,2.0,3.0,1.0,2.0,3.0,4.0,1.0,3.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,3.0,2.0
340,talk1Watch1Play,7051,4,0.0,1.0,2.0,3.0,4.0,1.0,4.0,2.0,4.0,3.0,4.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,4.0,3.0,2.0,4.0,3.0,1.0
341,talk1Watch1Play,7710,2,0.0,0.0,0.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0
342,talk1Watch1Play,7715,2,0.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0
343,talk1Watch1Play,8415,4,0.0,0.0,0.0,1.0,1.0,4.0,4.0,1.0,1.0,3.0,4.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,2.0,2.0
344,talk1Watch1Play,8655,4,0.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,3.0,4.0,2.0,3.0,3.0,1.0,3.0,4.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0
345,talk1Watch1Play,9442,2,0.0,0.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0
346,talk1Watch1Play,9664,2,2.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,3.0,2.0,4.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
347,talk1Watch1Play,9919,4,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,2.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0
348,talkAnd1StopsOther,23,4,0.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0
349,talkAnd1StopsOther,36,2,2.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0
350,talkAnd1StopsOther,194,2,0.0,1.0,0.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0
351,talkAnd1StopsOther,255,4,0.0,0.0,0.0,1.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0
352,talkAnd1StopsOther,314,2,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0
353,talkAnd1StopsOther,391,4,0.0,1.0,0.0,0.0,4.0,2.0,3.0,1.0,3.0,2.0,3.0,0.0,3.0,2.0,4.0,3.0,0.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0
354,talkAnd1StopsOther,581,4,0.0,0.0,0.0,1.0,1.0,3.0,3.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,4.0,0.0,3.0,2.0
355,talkAnd1StopsOther,587,4,1.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0
356,talkAnd1StopsOther,1383,4,0.0,0.0,0.0,1.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0
357,talkAnd1StopsOther,1606,2,0.0,0.0,0.0,2.0,2.0,4.0,4.0,1.0,1.0,3.0,3.0,1.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,2.0,2.0
358,talkAnd1StopsOther,1803,4,0.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0
359,talkAnd1StopsOther,2099,2,0.0,0.0,0.0,1.0,4.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0
360,talkAnd1StopsOther,2291,4,1.0,2.0,1.0,3.0,2.0,4.0,2.0,1.0,3.0,3.0,3.0,4.0,1.0,3.0,3.0,2.0,4.0,3.0,3.0,1.0,4.0,3.0,3.0,4.0,1.0
361,talkAnd1StopsOther,4166,2,1.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,1.0,3.0,3.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,1.0,3.0,2.0
362,talkAnd1StopsOther,4568,2,0.0,0.0,0.0,1.0,4.0,3.0,3.0,0.0,3.0,2.0,3.0,0.0,4.0,4.0,4.0,3.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0
363,talkAnd1StopsOther,5019,2,0.0,0.0,0.0,1.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,4.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0
364,talkAnd1StopsOther,5590,2,0.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0
365,talkAnd1StopsOther,6519,4,1.0,2.0,2.0,0.0,4.0,4.0,0.0,1.0,4.0,3.0,1.0,0.0,3.0,2.0,4.0,1.0,0.0,2.0,0.0,1.0,4.0,1.0,0.0,1.0,4.0
366,talkAnd1StopsOther,7596,2,1.0,2.0,0.0,1.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,4.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,3.0,3.0
367,talkAnd1StopsOther,7876,2,0.0,0.0,0.0,0.0,4.0,4.0,3.0,0.0,2.0,3.0,2.0,0.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0
368,talkAnd1StopsOther,7927,4,0.0,0.0,0.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,4.0
369,talkAnd1StopsOther,9066,2,0.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0
370,talkAndIndependent,29,4,0.0,0.0,2.0,2.0,3.0,3.0,4.0,1.0,2.0,4.0,3.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,3.0,1.0
371,talkAndIndependent,81,4,0.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,3.0,3.0
372,talkAndIndependent,87,4,0.0,1.0,2.0,0.0,4.0,3.0,2.0,0.0,3.0,3.0,2.0,0.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,3.0
373,talkAndIndependent,136,2,1.0,0.0,0.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0
374,talkAndIndependent,268,2,0.0,0.0,0.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0
375,talkAndIndependent,587,4,0.0,0.0,0.0,3.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,2.0,2.0
376,talkAndIndependent,695,4,0.0,0.0,0.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,3.0
377,talkAndIndependent,1315,4,0.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,0.0,0.0,2.0,4.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0
378,talkAndIndependent,3479,4,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,2.0,3.0,3.0,1.0
379,talkAndIndependent,4302,2,0.0,0.0,1.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0
380,talkAndIndependent,4568,2,0.0,0.0,0.0,2.0,2.0,4.0,4.0,1.0,1.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,2.0,2.0
381,talkAndIndependent,4747,4,0.0,0.0,0.0,1.0,3.0,4.0,4.0,1.0,1.0,4.0,4.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,3.0
382,talkAndIndependent,4874,2,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0
383,talkAndIndependent,5171,2,1.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0
384,talkAndIndependent,5198,2,0.0,0.0,0.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,0.0,3.0,4.0
385,talkAndIndependent,7599,2,0.0,0.0,0.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0
386,talkAndIndependent,8067,2,2.0,2.0,0.0,4.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,1.0,4.0,1.0,4.0,3.0,1.0,1.0,2.0,3.0,1.0
387,talkAndIndependent,8408,2,1.0,1.0,1.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0
388,talkAndIndependent,8415,4,0.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,2.0,2.0
389,talkAndIndependent,8791,4,1.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,1.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0
390,talkAndIndependent,8911,4,0.0,0.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,2.0,3.0
391,talkAndIndependent,9371,4,0.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,2.0,2.0,3.0,4.0,3.0,3.0,1.0,3.0,3.0,1.0
392,talkAndIndependent,9527,2,2.0,2.0,2.0,1.0,3.0,0.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,3.0,4.0,2.0,4.0,3.0,1.0,3.0,2.0,2.0,0.0,0.0
393,talkAndSameArea,23,4,0.0,1.0,0.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0
394,talkAndSameArea,63,4,1.0,0.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,0.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0
395,talkAndSameArea,107,4,2.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,4.0,2.0,2.0,1.0,3.0,3.0,2.0,1.0
396,talkAndSameArea,132,2,0.0,1.0,0.0,0.0,4.0,4.0,3.0,0.0,4.0,4.0,2.0,0.0,4.0,4.0,3.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,4.0,1.0
397,talkAndSameArea,235,4,0.0,0.0,0.0,1.0,3.0,2.0,3.0,1.0,3.0,2.0,3.0,1.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,3.0,3.0
398,talkAndSameArea,581,4,0.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,4.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0
399,talkAndSameArea,588,2,1.0,1.0,0.0,1.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,3.0,1.0,3.0,2.0,3.0
400,talkAndSameArea,772,2,0.0,0.0,0.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0
401,talkAndSameArea,793,4,0.0,0.0,0.0,1.0,4.0,3.0,3.0,1.0,2.0,1.0,3.0,1.0,3.0,2.0,3.0,2.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,1.0,1.0
402,talkAndSameArea,870,2,1.0,0.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0
403,talkAndSameArea,2942,2,1.0,1.0,1.0,2.0,2.0,3.0,3.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,4.0,3.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0
404,talkAndSameArea,3115,4,0.0,1.0,2.0,1.0,4.0,3.0,3.0,4.0,1.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,4.0,2.0,0.0,0.0,2.0
405,talkAndSameArea,3515,4,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0
406,talkAndSameArea,4150,2,0.0,1.0,1.0,1.0,3.0,0.0,0.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0
407,talkAndSameArea,4236,2,0.0,1.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0
408,talkAndSameArea,4843,4,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0
409,talkAndSameArea,4874,2,0.0,1.0,0.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0
410,talkAndSameArea,5812,2,0.0,0.0,0.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0
411,talkAndSameArea,7548,2,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,0.0,1.0,3.0,3.0,0.0,0.0,1.0,2.0
412,talkAndSameArea,7875,2,1.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,4.0
413,talkAndSameArea,8066,2,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0
414,talkAndSameArea,8655,4,1.0,1.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,3.0,2.0,4.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0
415,talkAndSameArea,9143,4,0.0,0.0,0.0,3.0,2.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,2.0,3.0,4.0,3.0,2.0,4.0,3.0
416,talking1PushHand,23,4,0.0,1.0,0.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0
417,talking1PushHand,81,4,0.0,0.0,0.0,2.0,3.0,2.0,3.0,1.0,4.0,3.0,3.0,3.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,3.0
418,talking1PushHand,289,4,0.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,2.0
419,talking1PushHand,391,4,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,0.0,0.0,3.0,3.0,2.0,2.0,2.0,3.0
420,talking1PushHand,444,2,0.0,0.0,0.0,1.0,1.0,4.0,4.0,1.0,1.0,3.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,3.0,3.0
421,talking1PushHand,568,2,2.0,2.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,3.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,3.0,1.0,1.0,3.0
422,talking1PushHand,591,4,0.0,0.0,1.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,4.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0
423,talking1PushHand,647,4,0.0,0.0,0.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0
424,talking1PushHand,681,4,0.0,1.0,0.0,4.0,1.0,1.0,3.0,0.0,0.0,2.0,3.0,4.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,3.0
425,talking1PushHand,1255,4,0.0,0.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0
426,talking1PushHand,1606,2,1.0,0.0,1.0,1.0,3.0,3.0,3.0,1.0,4.0,2.0,2.0,1.0,4.0,3.0,4.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0
427,talking1PushHand,1803,4,0.0,0.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0
428,talking1PushHand,2099,2,1.0,0.0,1.0,4.0,1.0,1.0,3.0,1.0,3.0,2.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0
429,talking1PushHand,2223,2,0.0,0.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0
430,talking1PushHand,2251,4,0.0,0.0,0.0,1.0,3.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0
431,talking1PushHand,2755,4,0.0,0.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,3.0
432,talking1PushHand,3048,2,0.0,0.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0
433,talking1PushHand,3127,4,0.0,0.0,0.0,3.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,1.0,1.0,1.0,0.0,3.0,2.0,1.0,2.0,1.0,1.0
434,talking1PushHand,3259,4,0.0,0.0,0.0,1.0,3.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,3.0,3.0
